اسم المشروع,القطاع,رأس المال,تكلفة المبيعات,الإيرادات,التكلفة التشغيلية الشهرية,سعر المنتج او الخدمة,الطاقة الإنتاجية الشهرية,هامش الربح,نوع العميل,السوق المستهدف,قنوات التوزيع,حجم الطلب,عدد المنافسين,طرق التسويق,عدد العمال,نوع المعدات,الموقع,فترة الاسترداد,النتيجة_رقم,رأس المال_Scaled,الإيرادات_Scaled,تكلفة المبيعات_Scaled,نوع المشروع الدقيق_Encoded,Log_رأس_المال,Log_رأس_المال_Scaled,عدد العمال_Scaled,حجم الطلب_Scaled,عدد المنافسين_Scaled,Target_الجدوى,Target_فترة_الاسترداد
مختبر تحاليل 182,صحة,4617000,384000,787000,108000,74000,139,0.3748,موظفون,محلي,حجز هاتفي,متوسط,4,تعاون أطباء,3,حاسوب,صنعاء,16,1,0.475592,0.474692,0.417067,9,15.345256,0.747204,0.142857,0.0,0.0,1,16
خدمة صيانة 183,خدمات,3103000,215000,479000,129000,29000,703,0.2818,طلاب,قرب الجامعات,مباشر,مرتفع,16,توصيات العملاء,6,معدات متنقلة,صنعاء,23,1,0.294448,0.264022,0.213942,1,14.94788,0.596705,0.357143,1.0,0.571429,1,23
منصة تعليم 184,تعليم,4024000,220000,491000,219000,22000,497,0.1059,خريجون,محلي,هجين,متوسط,14,إعلانات محلية,3,حاسوب,صنعاء,77,0,0.404642,0.27223,0.219952,11,15.207787,0.695141,0.142857,0.0,0.47619,0,77
صيدلية متخصصة 185,صحة,2745000,154000,352000,78000,56000,252,0.3409,طلاب,أحياء مكتظة,حجز هاتفي,متوسط,10,تعاون أطباء,3,معدات تعقيم,صنعاء,23,1,0.251615,0.177155,0.140625,10,14.825292,0.550277,0.142857,0.0,0.285714,1,23
متجر إلكتروني 186,تقنية,2054000,161000,339000,46000,67000,181,0.3894,شركات صغيرة,طلاب الجامعات,اونلاين,متوسط,16,إحالات,4,سيرفر بسيط,صنعاء,16,1,0.16894,0.168263,0.149038,5,14.5353,0.440448,0.214286,0.0,0.571429,1,16
متجر مستلزمات 187,تجارة,4134000,267000,563000,157000,15000,1950,0.2469,طلاب,أحياء سكنية,توصيل,مرتفع,20,عروض أسبوعية,3,رفوف,صنعاء,30,0,0.417803,0.321477,0.276442,3,15.234756,0.705355,0.142857,1.0,0.761905,0,30
مركز تدريب رقمي 188,تقنية,5805000,445000,856000,199000,63000,311,0.2477,موظفون,طلاب الجامعات,مباشر,مرتفع,18,عروض افتتاح,2,سيرفر بسيط,صنعاء,27,0,0.617732,0.521888,0.490385,2,15.57423,0.833924,0.071429,1.0,0.666667,0,27
خدمة صيانة 189,خدمات,1240000,115000,212000,69000,7000,597,0.1321,طلاب,قرب الجامعات,اونلاين,متوسط,18,عروض باقات,1,حاسوب,صنعاء,44,0,0.071548,0.081395,0.09375,1,14.030623,0.249311,0.0,0.0,0.666667,0,44
متجر مستلزمات 190,تجارة,5840000,450000,807000,322000,24000,851,0.0434,عائلات,محلي,توصيل,مرتفع,14,عروض أسبوعية,3,ثلاجات,صنعاء,167,0,0.621919,0.488372,0.496394,3,15.580242,0.836201,0.142857,1.0,0.47619,0,167
بوفيه 191,تجارة,3304000,173000,415000,94000,6000,798,0.3566,موظفون,أحياء سكنية,محل,متوسط,20,سوشيال ميديا,3,نقاط بيع,صنعاء,22,1,0.318497,0.220246,0.163462,8,15.010645,0.620476,0.142857,0.0,0.761905,1,22
صيدلية متخصصة 192,صحة,2031000,154000,290000,49000,39000,168,0.3,عائلات,قرب المستشفيات,اونلاين,مرتفع,8,توعية صحية,8,أجهزة طبية,صنعاء,23,1,0.166188,0.134747,0.140625,10,14.524039,0.436183,0.5,1.0,0.190476,1,23
خدمة طباعة 193,خدمات,642000,49000,102000,31000,46000,589,0.2157,طلاب,محلي,مباشر,متوسط,12,توصيات العملاء,3,معدات متنقلة,صنعاء,29,0,0.0,0.006156,0.014423,1,13.372345,0.0,0.142857,0.0,0.380952,0,29
منصة تعليم 194,تعليم,4360000,257000,605000,136000,16000,332,0.3504,خريجون,طلاب الجامعات,هجين,متوسط,13,إعلانات محلية,3,سبورة ذكية,صنعاء,21,1,0.444843,0.350205,0.264423,11,15.287983,0.725513,0.142857,0.0,0.428571,1,21
خدمة طباعة 195,خدمات,3097000,232000,511000,69000,27000,181,0.411,شركات صغيرة,محلي,اونلاين,مرتفع,12,سوشيال ميديا,4,معدات خدمية,صنعاء,15,1,0.293731,0.28591,0.234375,1,14.945945,0.595972,0.214286,1.0,0.380952,1,15
خدمة لوجستية 196,خدمات,2662000,175000,407000,103000,6000,145,0.317,طلاب,قرب الجامعات,واتساب,متوسط,9,سوشيال ميديا,2,معدات متنقلة,صنعاء,21,1,0.241685,0.214774,0.165865,1,14.794589,0.538649,0.071429,0.0,0.238095,1,21
خدمة لوجستية 197,خدمات,4359000,300000,634000,199000,33000,315,0.2129,طلاب,محلي,واتساب,مرتفع,10,سوشيال ميديا,9,حاسوب,صنعاء,32,0,0.444724,0.370041,0.316106,1,15.287753,0.725426,0.571429,1.0,0.285714,0,32
خدمة تقنية 198,تقنية,3154000,264000,461000,93000,20000,329,0.2256,موظفون,الأحياء التجارية,تطبيقات المراسلة,مرتفع,11,إحالات,3,أجهزة شبكات,صنعاء,30,0,0.30055,0.25171,0.272837,0,14.964182,0.60288,0.142857,1.0,0.333333,0,30
خدمة تقنية 199,تقنية,1280000,66000,164000,51000,46000,496,0.2866,طلاب,الأحياء التجارية,مباشر,متوسط,15,إحالات,4,حاسوب,صنعاء,27,0,0.076334,0.048564,0.034856,0,14.062371,0.261335,0.214286,0.0,0.52381,0,27
مركز تدريبي 200,تعليم,3767000,212000,514000,183000,28000,288,0.2315,خريجون,طلاب الجامعات,اونلاين,متوسط,11,محتوى تعليمي,11,أجهزة عرض,صنعاء,32,0,0.373893,0.287962,0.210337,7,15.14179,0.670145,0.714286,0.0,0.333333,0,32
خدمة طباعة 201,خدمات,3903000,264000,495000,78000,16000,472,0.3091,طلاب,الأحياء النشطة,واتساب,متوسط,11,توصيات العملاء,1,معدات متنقلة,صنعاء,26,0,0.390165,0.274966,0.272837,1,15.177256,0.683577,0.0,0.0,0.333333,0,26
بقالة تخصصية 202,تجارة,2702000,208000,392000,83000,21000,563,0.2577,عائلات,قرب الجامعات,محل,متوسط,19,سوشيال ميديا,3,رفوف,صنعاء,27,0,0.24647,0.204514,0.205529,12,14.809503,0.544298,0.142857,0.0,0.714286,0,27
منصة تعليم 203,تعليم,3639000,210000,505000,139000,14000,317,0.3089,أولياء أمور,طلاب المدارس,هجين,مرتفع,8,إعلانات محلية,7,سبورة ذكية,صنعاء,23,1,0.358579,0.281806,0.207933,11,15.10722,0.657052,0.428571,1.0,0.190476,1,23
خدمة لوجستية 204,خدمات,4326000,234000,583000,157000,29000,605,0.3293,عائلات,محلي,واتساب,متوسط,15,سوشيال ميديا,4,معدات متنقلة,صنعاء,23,1,0.440775,0.335157,0.236779,1,15.280154,0.722548,0.214286,0.0,0.52381,1,23
دورات لغات 205,تعليم,1095000,74000,166000,43000,39000,140,0.2952,طلاب,محلي,اونلاين,متوسط,8,شراكات مدارس,2,أجهزة عرض,صنعاء,22,1,0.0542,0.049932,0.044471,4,13.906266,0.202213,0.071429,0.0,0.190476,1,22
متجر إلكتروني 206,تقنية,4859000,376000,730000,174000,49000,329,0.2466,موظفون,طلاب الجامعات,مباشر,متوسط,18,إحالات,6,أجهزة شبكات,صنعاء,27,0,0.504547,0.435705,0.407452,5,15.396343,0.766553,0.357143,0.0,0.666667,0,27
دورات لغات 207,تعليم,2420000,185000,324000,62000,11000,124,0.2377,طلاب,محلي,اونلاين,متوسط,10,محتوى تعليمي,11,أجهزة عرض,صنعاء,31,0,0.21273,0.158003,0.177885,4,14.699279,0.502552,0.714286,0.0,0.285714,0,31
صيدلية متخصصة 208,صحة,3488000,190000,444000,165000,66000,75,0.2005,عائلات,قرب المستشفيات,مباشر,متوسط,12,سمعة وجودة,14,معدات تعقيم,صنعاء,39,0,0.340512,0.240082,0.183894,10,15.064839,0.641002,0.928571,0.0,0.380952,0,39
خدمة تقنية 209,تقنية,5466000,429000,741000,116000,66000,387,0.2645,طلاب,محلي,اونلاين,متوسط,13,سوشيال ميديا,5,حاسوب,صنعاء,28,0,0.577172,0.443228,0.471154,0,15.514058,0.811135,0.285714,0.0,0.428571,0,28
بوفيه 210,تجارة,2010000,152000,290000,116000,21000,869,0.0759,عائلات,محلي,اونلاين,متوسط,22,سوشيال ميديا,3,رفوف,صنعاء,91,0,0.163676,0.134747,0.138221,8,14.513646,0.432247,0.142857,0.0,0.857143,0,91
دورات لغات 211,تعليم,1166000,84000,206000,66000,34000,246,0.2718,طلاب,طلاب المدارس,مباشر,مرتفع,5,محتوى تعليمي,8,أجهزة عرض,صنعاء,21,1,0.062694,0.077291,0.05649,4,13.969091,0.226007,0.5,1.0,0.047619,1,21
صيدلية متخصصة 212,صحة,8126000,507000,992000,242000,50000,378,0.245,موظفون,محلي,حجز هاتفي,متوسط,9,توعية صحية,7,حاسوب,صنعاء,33,0,0.89543,0.614911,0.564904,10,15.910579,0.96131,0.428571,0.0,0.238095,0,33
بقالة تخصصية 213,تجارة,4432000,405000,745000,264000,18000,2019,0.102,طلاب,أحياء سكنية,توصيل,مرتفع,14,لافتات,7,رفوف,صنعاء,58,0,0.453458,0.445964,0.442308,12,15.304362,0.731716,0.428571,1.0,0.47619,0,58
خدمة لوجستية 214,خدمات,1673000,157000,291000,37000,29000,711,0.3333,طلاب,محلي,واتساب,مرتفع,20,عروض باقات,8,حاسوب,صنعاء,17,1,0.123355,0.135431,0.144231,1,14.33013,0.362744,0.5,1.0,0.761905,1,17
مركز تدريب رقمي 215,تقنية,6014000,536000,1064000,357000,36000,523,0.1607,شركات صغيرة,طلاب الجامعات,تطبيقات المراسلة,متوسط,16,إحالات,5,سيرفر بسيط,صنعاء,35,0,0.642737,0.664159,0.59976,2,15.609601,0.84732,0.285714,0.0,0.571429,0,35
خدمة تقنية 216,تقنية,5632000,399000,795000,145000,65000,509,0.3157,طلاب,طلاب الجامعات,اونلاين,مرتفع,18,سوشيال ميديا,3,حاسوب,صنعاء,22,1,0.597033,0.480164,0.435096,0,15.543975,0.822466,0.142857,1.0,0.666667,1,22
خدمة لوجستية 217,خدمات,1672000,101000,253000,95000,41000,366,0.2253,عائلات,محلي,مباشر,مرتفع,8,عروض باقات,4,معدات متنقلة,صنعاء,29,0,0.123235,0.109439,0.076923,1,14.329532,0.362517,0.214286,1.0,0.190476,0,29
متجر مستلزمات 218,تجارة,5236000,496000,894000,306000,25000,1757,0.1029,طلاب,محلي,محل,متوسط,18,عروض أسبوعية,7,ثلاجات,صنعاء,57,0,0.549653,0.54788,0.551683,3,15.471069,0.794854,0.428571,0.0,0.666667,0,57
عيادة مصغرة 219,صحة,6369000,477000,831000,304000,73000,140,0.0602,موظفون,قرب المستشفيات,اونلاين,متوسط,10,سمعة وجودة,12,أجهزة طبية,صنعاء,127,0,0.685212,0.504788,0.528846,6,15.666953,0.869041,0.785714,0.0,0.285714,0,127
خدمة تقنية 220,تقنية,7177000,598000,1270000,429000,17000,409,0.1913,طلاب,الأحياء التجارية,تطبيقات المراسلة,مرتفع,17,سوشيال ميديا,6,سيرفر بسيط,صنعاء,30,0,0.781886,0.805062,0.674279,0,15.786392,0.914277,0.357143,1.0,0.619048,0,30
مركز تدريبي 221,تعليم,3532000,273000,474000,94000,34000,361,0.2257,طلاب,طلاب المدارس,مباشر,متوسط,13,محتوى تعليمي,3,حاسوب,صنعاء,33,0,0.345777,0.260602,0.283654,7,15.077375,0.645749,0.142857,0.0,0.428571,0,33
منصة تعليم 222,تعليم,1675000,85000,212000,59000,39000,452,0.3208,خريجون,طلاب المدارس,مباشر,مرتفع,10,إعلانات محلية,8,حاسوب,صنعاء,25,0,0.123594,0.081395,0.057692,11,14.331324,0.363196,0.5,1.0,0.285714,0,25
بقالة تخصصية 223,تجارة,1811000,124000,225000,58000,11000,530,0.1911,عائلات,قرب الجامعات,محل,مرتفع,14,عروض أسبوعية,7,رفوف,صنعاء,42,0,0.139866,0.090287,0.104567,12,14.40939,0.392762,0.428571,1.0,0.47619,0,42
خدمة لوجستية 224,خدمات,5428000,496000,942000,202000,32000,442,0.259,طلاب,قرب الجامعات,واتساب,متوسط,6,توصيات العملاء,3,معدات متنقلة,صنعاء,22,1,0.572625,0.580711,0.551683,1,15.507081,0.808493,0.142857,0.0,0.095238,1,22
خدمة صيانة 225,خدمات,1900000,115000,260000,42000,43000,214,0.3962,عائلات,الأحياء النشطة,واتساب,مرتفع,10,توصيات العملاء,9,حاسوب,صنعاء,18,1,0.150514,0.114227,0.09375,1,14.457365,0.410932,0.571429,1.0,0.285714,1,18
خدمة تقنية 226,تقنية,1362000,80000,177000,32000,22000,497,0.3672,موظفون,محلي,تطبيقات المراسلة,مرتفع,12,إحالات,8,سيرفر بسيط,صنعاء,21,1,0.086145,0.057456,0.051683,0,14.124465,0.284852,0.5,1.0,0.380952,1,21
دورات لغات 227,تعليم,4065000,278000,578000,124000,16000,432,0.3045,خريجون,محلي,مباشر,متوسط,11,محتوى تعليمي,9,حاسوب,صنعاء,23,1,0.409548,0.331737,0.289663,4,15.217925,0.69898,0.571429,0.0,0.333333,1,23
خدمة صيانة 228,خدمات,2629000,192000,435000,59000,42000,429,0.423,عائلات,الأحياء النشطة,مباشر,مرتفع,13,سوشيال ميديا,7,حاسوب,صنعاء,14,1,0.237736,0.233926,0.186298,1,14.782114,0.533925,0.428571,1.0,0.428571,1,14
عيادة مصغرة 229,صحة,8271000,661000,1347000,463000,56000,414,0.1656,موظفون,محلي,مباشر,مرتفع,5,توعية صحية,15,أجهزة طبية,صنعاء,37,0,0.912778,0.857729,0.75,6,15.928266,0.968009,1.0,1.0,0.047619,0,37
مركز تدريب رقمي 230,تقنية,3867000,332000,693000,232000,24000,406,0.1861,طلاب,محلي,مباشر,مرتفع,10,إحالات,7,سيرفر بسيط,صنعاء,30,0,0.385858,0.410397,0.354567,2,15.16799,0.680068,0.428571,1.0,0.285714,0,30
منصة تعليم 231,تعليم,3955000,338000,598000,81000,27000,408,0.2993,خريجون,محلي,هجين,متوسط,6,محتوى تعليمي,11,سبورة ذكية,صنعاء,22,1,0.396387,0.345417,0.361779,11,15.190491,0.68859,0.714286,0.0,0.095238,1,22
مركز تدريب رقمي 232,تقنية,6150000,591000,1058000,339000,38000,353,0.121,موظفون,طلاب الجامعات,اونلاين,متوسط,13,إحالات,4,أجهزة شبكات,صنعاء,48,0,0.659009,0.660055,0.665865,2,15.631963,0.855789,0.214286,0.0,0.428571,0,48
صيدلية متخصصة 233,صحة,1791000,143000,311000,53000,48000,157,0.3698,موظفون,أحياء مكتظة,حجز هاتفي,متوسط,8,سمعة وجودة,14,حاسوب,صنعاء,16,1,0.137473,0.149111,0.127404,10,14.398285,0.388556,0.928571,0.0,0.190476,1,16
متجر إلكتروني 234,تقنية,7327000,445000,979000,365000,65000,249,0.1726,طلاب,طلاب الجامعات,اونلاين,مرتفع,11,عروض افتتاح,8,أجهزة شبكات,صنعاء,43,0,0.799832,0.606019,0.490385,5,15.807077,0.922111,0.5,1.0,0.333333,0,43
خدمة صيانة 235,خدمات,4849000,405000,821000,128000,37000,417,0.3508,شركات صغيرة,محلي,مباشر,مرتفع,17,عروض باقات,5,معدات خدمية,صنعاء,17,1,0.50335,0.497948,0.442308,1,15.394283,0.765772,0.285714,1.0,0.619048,1,17
بقالة تخصصية 236,تجارة,1085000,62000,133000,30000,29000,1411,0.3083,عائلات,محلي,توصيل,متوسط,19,سوشيال ميديا,7,نقاط بيع,صنعاء,26,0,0.053003,0.02736,0.030048,12,13.897091,0.198738,0.428571,0.0,0.714286,0,26
بوفيه 237,تجارة,6279000,465000,932000,212000,27000,1815,0.2736,عائلات,قرب الجامعات,محل,مرتفع,13,لافتات,6,نقاط بيع,صنعاء,25,0,0.674444,0.573871,0.514423,8,15.652721,0.863651,0.357143,1.0,0.428571,0,25
متجر مستلزمات 238,تجارة,2407000,140000,348000,123000,18000,591,0.2443,عائلات,أحياء سكنية,اونلاين,مرتفع,11,سوشيال ميديا,2,نقاط بيع,صنعاء,28,0,0.211175,0.174419,0.123798,3,14.693892,0.500512,0.071429,1.0,0.333333,0,28
منصة تعليم 239,تعليم,2310000,152000,329000,69000,18000,299,0.3283,طلاب,محلي,هجين,مرتفع,12,إعلانات محلية,9,حاسوب,صنعاء,21,1,0.199569,0.161423,0.138221,11,14.652759,0.484933,0.571429,1.0,0.380952,1,21
خدمة صيانة 240,خدمات,3584000,207000,494000,81000,34000,788,0.417,شركات صغيرة,قرب الجامعات,مباشر,مرتفع,9,عروض باقات,5,معدات متنقلة,صنعاء,17,1,0.351998,0.274282,0.204327,1,15.09199,0.651285,0.285714,1.0,0.238095,1,17
مركز تدريب رقمي 241,تقنية,6274000,536000,1055000,291000,23000,132,0.2161,موظفون,طلاب الجامعات,مباشر,متوسط,12,إحالات,7,حاسوب,صنعاء,28,0,0.673845,0.658003,0.59976,2,15.651925,0.86335,0.428571,0.0,0.380952,0,28
خدمة طباعة 242,خدمات,4598000,341000,646000,218000,46000,634,0.1347,شركات صغيرة,الأحياء النشطة,مباشر,مرتفع,13,سوشيال ميديا,8,معدات خدمية,صنعاء,53,0,0.473319,0.378249,0.365385,1,15.341132,0.745642,0.5,1.0,0.428571,0,53
بقالة تخصصية 243,تجارة,5049000,414000,826000,285000,24000,789,0.1538,طلاب,أحياء سكنية,توصيل,مرتفع,12,سوشيال ميديا,7,نقاط بيع,صنعاء,40,0,0.527279,0.501368,0.453125,12,15.434701,0.78108,0.428571,1.0,0.380952,0,40
عيادة مصغرة 244,صحة,7884000,650000,1169000,342000,16000,380,0.1514,موظفون,قرب المستشفيات,حجز هاتفي,مرتفع,9,سمعة وجودة,12,أجهزة طبية,صنعاء,45,0,0.866475,0.735978,0.736779,6,15.880346,0.94986,0.785714,1.0,0.238095,0,45
بوفيه 245,تجارة,6457000,525000,908000,360000,7000,2197,0.0253,طلاب,قرب الجامعات,محل,متوسط,11,سوشيال ميديا,9,نقاط بيع,صنعاء,281,0,0.695741,0.557456,0.586538,8,15.680676,0.874238,0.571429,0.0,0.333333,0,281
متجر إلكتروني 246,تقنية,4048000,290000,537000,174000,44000,487,0.1359,شركات صغيرة,طلاب الجامعات,مباشر,مرتفع,7,عروض افتتاح,3,سيرفر بسيط,صنعاء,55,0,0.407514,0.303694,0.304087,5,15.213734,0.697393,0.142857,1.0,0.142857,0,55
متجر إلكتروني 247,تقنية,1438000,89000,190000,30000,60000,375,0.3737,شركات صغيرة,محلي,اونلاين,متوسط,6,إحالات,4,سيرفر بسيط,صنعاء,20,1,0.095238,0.066347,0.0625,5,14.178765,0.305417,0.214286,0.0,0.095238,1,20
بقالة تخصصية 248,تجارة,1475000,101000,222000,33000,12000,940,0.3964,طلاب,أحياء سكنية,اونلاين,مرتفع,20,لافتات,2,ثلاجات,صنعاء,17,1,0.099665,0.088235,0.076923,12,14.204169,0.315038,0.071429,1.0,0.761905,1,17
منصة تعليم 249,تعليم,3550000,257000,461000,184000,15000,385,0.0434,خريجون,محلي,مباشر,مرتفع,6,محتوى تعليمي,2,أجهزة عرض,صنعاء,178,0,0.34793,0.25171,0.264423,11,15.082458,0.647674,0.071429,1.0,0.095238,0,178
خدمة تقنية 250,تقنية,3564000,304000,565000,160000,75000,438,0.1788,شركات صغيرة,محلي,مباشر,متوسط,14,عروض افتتاح,6,سيرفر بسيط,صنعاء,35,0,0.349605,0.322845,0.320913,0,15.086394,0.649165,0.357143,0.0,0.47619,0,35
خدمة لوجستية 251,خدمات,1838000,130000,298000,87000,19000,626,0.2718,شركات صغيرة,الأحياء النشطة,مباشر,متوسط,15,سوشيال ميديا,1,معدات خدمية,صنعاء,23,1,0.143096,0.140219,0.111779,1,14.424189,0.398367,0.0,0.0,0.52381,1,23
خدمة طباعة 252,خدمات,1177000,62000,149000,33000,40000,764,0.3624,عائلات,قرب الجامعات,مباشر,مرتفع,20,عروض باقات,4,معدات متنقلة,صنعاء,22,1,0.064011,0.038304,0.030048,1,13.97848,0.229563,0.214286,1.0,0.761905,1,22
بوفيه 253,تجارة,4754000,313000,708000,98000,32000,2138,0.4195,عائلات,قرب الجامعات,محل,متوسط,19,عروض أسبوعية,3,نقاط بيع,صنعاء,16,1,0.491984,0.420657,0.331731,8,15.374497,0.758279,0.142857,0.0,0.714286,1,16
مركز تدريبي 254,تعليم,3148000,267000,464000,96000,11000,153,0.2177,خريجون,طلاب المدارس,اونلاين,متوسط,5,شراكات مدارس,2,سبورة ذكية,صنعاء,31,0,0.299832,0.253762,0.276442,7,14.962278,0.602158,0.071429,0.0,0.047619,0,31
متجر إلكتروني 255,تقنية,1261000,84000,162000,42000,72000,249,0.2222,موظفون,محلي,اونلاين,مرتفع,15,عروض افتتاح,5,سيرفر بسيط,صنعاء,35,0,0.074061,0.047196,0.05649,5,14.047416,0.255671,0.285714,1.0,0.52381,0,35
منصة تعليم 256,تعليم,3876000,304000,626000,143000,12000,372,0.2859,طلاب,طلاب الجامعات,اونلاين,مرتفع,6,شراكات مدارس,4,أجهزة عرض,صنعاء,22,1,0.386935,0.364569,0.320913,11,15.170315,0.680948,0.214286,1.0,0.095238,1,22
عيادة مصغرة 257,صحة,2859000,190000,408000,60000,80000,322,0.3873,موظفون,محلي,حجز هاتفي,مرتفع,13,سمعة وجودة,13,أجهزة طبية,صنعاء,18,1,0.265255,0.215458,0.183894,6,14.865983,0.565688,0.857143,1.0,0.428571,1,18
مركز تدريبي 258,تعليم,3189000,214000,385000,131000,31000,174,0.1039,خريجون,محلي,هجين,مرتفع,16,شراكات مدارس,11,حاسوب,صنعاء,80,0,0.304738,0.199726,0.21274,7,14.975218,0.607059,0.714286,1.0,0.571429,0,80
مختبر تحاليل 259,صحة,6463000,403000,872000,304000,22000,358,0.1892,عائلات,قرب المستشفيات,مباشر,مرتفع,13,تعاون أطباء,9,معدات تعقيم,صنعاء,39,0,0.696458,0.532832,0.439904,9,15.681604,0.87459,0.571429,1.0,0.428571,0,39
بوفيه 260,تجارة,1319000,87000,197000,78000,19000,1511,0.1624,عائلات,أحياء سكنية,توصيل,مرتفع,14,عروض أسبوعية,2,ثلاجات,صنعاء,41,0,0.081,0.071135,0.060096,8,14.092385,0.272702,0.071429,1.0,0.47619,0,41
صيدلية متخصصة 261,صحة,4853000,302000,617000,224000,42000,73,0.1475,طلاب,قرب المستشفيات,اونلاين,مرتفع,9,سمعة وجودة,4,حاسوب,صنعاء,53,0,0.503829,0.358413,0.31851,10,15.395108,0.766085,0.214286,1.0,0.238095,0,53
بوفيه 262,تجارة,4566000,310000,673000,242000,30000,1030,0.1798,موظفون,قرب الجامعات,توصيل,مرتفع,21,عروض أسبوعية,5,ثلاجات,صنعاء,38,0,0.46949,0.396717,0.328125,8,15.334148,0.742997,0.285714,1.0,0.809524,0,38
مركز تدريب رقمي 263,تقنية,5984000,368000,798000,318000,33000,371,0.1404,طلاب,طلاب الجامعات,اونلاين,متوسط,14,إحالات,8,أجهزة شبكات,صنعاء,53,0,0.639148,0.482216,0.397837,2,15.6046,0.845426,0.5,0.0,0.47619,0,53
عيادة مصغرة 264,صحة,2302000,157000,361000,132000,27000,357,0.1994,موظفون,محلي,اونلاين,متوسط,6,تعاون أطباء,9,حاسوب,صنعاء,32,0,0.198612,0.183311,0.144231,6,14.649289,0.48362,0.571429,0.0,0.095238,0,32
عيادة مصغرة 265,صحة,4930000,376000,766000,289000,52000,77,0.1319,موظفون,قرب المستشفيات,مباشر,مرتفع,13,تعاون أطباء,3,حاسوب,صنعاء,49,0,0.513041,0.460328,0.407452,6,15.41085,0.772047,0.142857,1.0,0.428571,0,49
بوفيه 266,تجارة,1480000,120000,236000,49000,16000,1640,0.2839,طلاب,أحياء سكنية,توصيل,متوسط,20,سوشيال ميديا,8,رفوف,صنعاء,22,1,0.100263,0.097811,0.09976,8,14.207553,0.31632,0.5,0.0,0.761905,1,22
صيدلية متخصصة 267,صحة,6019000,513000,1042000,323000,79000,316,0.1977,عائلات,محلي,اونلاين,مرتفع,13,تعاون أطباء,11,معدات تعقيم,صنعاء,29,0,0.643336,0.649111,0.572115,10,15.610432,0.847635,0.714286,1.0,0.428571,0,29
منصة تعليم 268,تعليم,4201000,275000,538000,243000,24000,372,0.0372,أولياء أمور,محلي,اونلاين,متوسط,9,شراكات مدارس,4,حاسوب,صنعاء,210,0,0.42582,0.304378,0.286058,11,15.250833,0.711443,0.214286,0.0,0.238095,0,210
مختبر تحاليل 269,صحة,6557000,565000,1139000,361000,75000,248,0.187,طلاب,محلي,مباشر,متوسط,4,سمعة وجودة,9,أجهزة طبية,صنعاء,31,0,0.707705,0.715458,0.634615,9,15.696044,0.880059,0.571429,0.0,0.0,0,31
منصة تعليم 270,تعليم,1256000,84000,155000,35000,9000,422,0.2323,خريجون,محلي,مباشر,مرتفع,6,شراكات مدارس,10,حاسوب,صنعاء,35,0,0.073463,0.042408,0.05649,11,14.043443,0.254166,0.642857,1.0,0.095238,0,35
صيدلية متخصصة 271,صحة,3282000,298000,548000,103000,14000,197,0.2682,طلاب,أحياء مكتظة,اونلاين,مرتفع,8,توعية صحية,13,أجهزة طبية,صنعاء,22,1,0.315865,0.311218,0.313702,10,15.003964,0.617946,0.857143,1.0,0.190476,1,22
مركز تدريبي 272,تعليم,1472000,140000,253000,56000,37000,376,0.2253,خريجون,محلي,هجين,مرتفع,12,محتوى تعليمي,5,حاسوب,صنعاء,26,0,0.099306,0.109439,0.123798,7,14.202133,0.314267,0.285714,1.0,0.380952,0,26
دورات لغات 273,تعليم,2405000,178000,431000,141000,12000,97,0.2599,طلاب,محلي,اونلاين,متوسط,8,محتوى تعليمي,10,أجهزة عرض,صنعاء,21,1,0.210936,0.23119,0.169471,4,14.693061,0.500197,0.642857,0.0,0.190476,1,21
بوفيه 274,تجارة,1124000,100000,198000,57000,18000,1560,0.2071,طلاب,قرب الجامعات,محل,مرتفع,14,لافتات,6,نقاط بيع,صنعاء,27,0,0.057669,0.071819,0.075721,8,13.932405,0.212113,0.357143,1.0,0.47619,0,27
خدمة صيانة 275,خدمات,1381000,100000,211000,47000,35000,358,0.3033,شركات صغيرة,الأحياء النشطة,اونلاين,مرتفع,9,توصيات العملاء,4,معدات متنقلة,صنعاء,22,1,0.088418,0.080711,0.075721,1,14.138319,0.290099,0.214286,1.0,0.238095,1,22
متجر إلكتروني 276,تقنية,5414000,447000,794000,241000,30000,139,0.1335,طلاب,طلاب الجامعات,مباشر,مرتفع,17,إحالات,6,أجهزة شبكات,صنعاء,51,0,0.57095,0.47948,0.492788,5,15.504499,0.807515,0.357143,1.0,0.619048,0,51
خدمة تقنية 277,تقنية,6941000,549000,1175000,362000,44000,262,0.2247,طلاب,محلي,اونلاين,متوسط,14,إحالات,5,أجهزة شبكات,صنعاء,26,0,0.753649,0.740082,0.615385,0,15.752957,0.901614,0.285714,0.0,0.47619,0,26
خدمة تقنية 278,تقنية,2528000,175000,399000,120000,21000,378,0.2607,موظفون,الأحياء التجارية,اونلاين,مرتفع,14,إحالات,8,أجهزة شبكات,صنعاء,24,1,0.225652,0.209302,0.165865,0,14.742939,0.519088,0.5,1.0,0.47619,1,24
متجر إلكتروني 279,تقنية,4093000,238000,573000,91000,30000,154,0.4258,موظفون,طلاب الجامعات,مباشر,مرتفع,16,إحالات,8,سيرفر بسيط,صنعاء,17,1,0.412898,0.328317,0.241587,5,15.224789,0.70158,0.5,1.0,0.571429,1,17
